Date,Close,High,Low,Open,Volume
,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS
2000-01-03,11.810822486877441,11.810822486877441,11.32778200183667,11.58523200701068,390399
2000-01-04,11.652494430541992,12.615033549699522,11.347094576552541,12.615033549699522,747102
2000-01-05,11.243473052978516,11.874867252420442,11.199063048875372,11.874867252420442,788156
2000-01-06,11.232526779174805,11.553050823271507,11.166876579213177,11.26342033833451,448235
2000-01-07,10.33403205871582,10.97379434599462,10.33403205871582,10.97379434599462,532538
2000-01-10,9.859355926513672,10.922301012176217,9.512764156725204,10.619798301986933,565200
2000-01-11,9.700703620910645,10.169261863150842,9.075423088850552,9.795960502402036,3569362
2000-01-12,9.120153427124023,9.596434592551955,8.924813019716753,9.467710360169123,2438960
2000-01-13,9.606088638305664,9.741249743407048,8.75972350080862,9.010735849672608,2031391
2000-01-14,10.158642768859863,10.317295414820215,9.461275911402971,9.493457173197259,1967099
2000-01-17,10.971537590026855,10.971537590026855,10.330166156155514,10.74852167638456,1520413
2000-01-18,10.586005210876465,11.057459613017809,10.39452712958993,10.941607588244866,712504
2000-01-19,10.956412315368652,11.102516059861331,10.619798004755495,11.005972290354746,1034350
2000-01-20,10.782958984375,11.166880493020441,10.722780471781187,10.999538077044775,605996
2000-01-21,11.645736694335938,11.645736694335938,11.134698776545786,11.263102103133207,1130014
2000-01-24,12.224029541015625,12.577379077525729,12.084040972923548,12.577379077525729,9673994
2000-01-25,12.512694358825684,12.74375577465477,11.720393340385323,12.067950244018906,2295014
2000-01-26,12.512694358825684,12.512694358825684,12.512694358825684,12.512694358825684,0
2000-01-27,12.046711921691895,13.513530814190917,11.887736002457979,13.41956164673203,5672017
2000-01-28,12.412933349609375,12.710931886907904,11.939226789427803,12.228857296917438,4640377
2000-01-31,12.479225158691406,12.936841419591904,12.164492985632696,12.743754707315576,4652900
2000-02-01,13.477812767028809,13.477812767028809,12.550671346907013,12.679397184975397,12255740
2000-02-02,14.555238723754883,14.556203900038618,14.234391305139244,14.556203900038618,15600468
2000-02-03,14.254664421081543,15.157346607156198,13.831481431027509,14.674628572436918,5672404
2000-02-04,13.754247665405273,14.726119893083002,13.548287935538,14.545904535128805,4040836
2000-02-07,13.691813468933105,13.837916402997159,13.458499189932384,13.580788108058762,3334270
2000-02-08,14.403985977172852,14.706812004874193,13.528978431182656,13.651267370727146,9837306
2000-02-09,13.901634216308594,15.105853710156408,13.831479076192164,15.105853710156408,2698452
2000-02-10,13.809597969055176,14.475105162433408,13.683448334552816,14.475105162433408,2656623
2000-02-11,13.499053001403809,14.256275840685564,13.387384158894925,14.256275840685564,1971489
2000-02-14,13.60685920715332,13.902282403135482,13.271530170292033,13.741376892424977,1851038
2000-02-15,13.076830863952637,13.606212514779008,12.872480581214562,13.323018122665644,2378412
2000-02-16,13.195257186889648,13.837916262609582,13.059130910025042,13.483923280719782,1629244
2000-02-17,14.251123428344727,14.251123428344725,13.483924103846363,13.483924103846363,1123817
2000-02-18,15.391308784484863,15.391308784484863,15.391308784484863,15.391308784484863,1350775
2000-02-21,16.622875213623047,16.622875213623047,15.511336427179408,16.39310152712743,3095822
2000-02-22,17.209217071533203,17.570933001971003,15.929693304771577,16.541134643713338,6792736
2000-02-23,16.636396408081055,17.764024899675068,16.419173126780965,17.764024899675068,1877116
2000-02-24,17.807146072387695,17.967409684948834,16.412412687617888,16.895130707841943,5097521
2000-02-25,17.146469116210938,19.147818392476026,16.86938903606391,19.147818392476026,1732137
2000-02-28,18.51706886291504,18.51835734960551,16.573324088591235,16.573324088591235,4670199
2000-02-29,17.153549194335938,19.997403944036694,17.03673116388796,18.9804773856648,4243523
2000-03-01,15.89204216003418,17.87987533954214,15.781660252097069,16.798586543929858,9967568
2000-03-02,16.098649978637695,17.120404032176573,15.582141171720853,16.090605257650438,7091473
2000-03-03,14.810755729675293,16.41241414228853,14.810755729675293,16.090603156852342,4984687
2000-03-06,13.626167297363281,14.623142119557684,13.626167297363281,14.623142119557684,1979493
2000-03-07,13.022768020629883,13.80573664290165,12.536187711173701,12.536187711173701,11674272
2000-03-08,12.573549270629883,13.586515646635906,11.629274719184178,12.925716669036712,7496030
2000-03-09,12.641273498535156,13.138565605373087,12.383920360388236,12.770917697937497,2105925
2000-03-10,12.494213104248047,13.04181475237255,12.229118966444322,12.751566200675622,911017
2000-03-13,12.922816276550293,13.494606100894895,12.57838904922316,12.963451993387629,3600518
2000-03-14,13.957064628601074,13.957064628601074,12.887016389441914,13.061165227375618,3852737
2000-03-15,14.436939239501953,15.073551759413657,13.951257970865047,14.318906620661897,4716675
2000-03-16,14.743642807006836,15.092907828000824,13.951264109715122,14.028665029795887,2755815
2000-03-17,14.743642807006836,14.743642807006836,14.743642807006836,14.743642807006836,0
2000-03-20,14.743642807006836,14.743642807006836,14.743642807006836,14.743642807006836,0
2000-03-21,15.45861530303955,15.634699397837071,14.647854680387052,15.092902671762214,2932424
2000-03-22,14.222160339355469,15.750802065863766,14.222160339355467,15.750802065863766,1376767
2000-03-23,14.032530784606934,14.219256054649334,13.274015757298784,13.370765297246201,1472559
2000-03-24,14.188300132751465,14.414694731265921,13.835166170759827,14.197975645004789,894750
2000-03-27,13.061163902282715,14.279239205106828,13.056326942404928,14.279239205106828,1886067
2000-03-28,12.031755447387695,13.196619094138113,12.016275740238788,12.674171632287553,1690524
2000-03-29,11.487052917480469,12.867666346425557,11.222927576359385,12.480668241359698,1715999
2000-03-30,11.841156959533691,12.016273043006544,11.02942982350322,11.126179361170376,1268710
2000-03-31,12.251374244689941,12.538720363058136,11.416427157723367,12.05110294828666,1827843
2000-04-03,11.346766471862793,12.674167837401983,11.271302425784597,12.546458901958598,2003678
2000-04-04,10.43925666809082,11.028460513678588,10.43925666809082,10.496339309558362,1037449
2000-04-05,10.952996253967285,11.123274559446516,9.965185141440362,10.642431018842027,1092704
2000-04-06,10.399591445922852,11.220994127421863,10.07741617820472,11.220994127421863,969026
2000-04-07,11.231636047363281,11.231636047363281,10.642432150767878,10.642432150767878,504652
2000-04-10,12.130437850952148,12.130437850952148,11.843092518892885,12.072388762181053,767371
2000-04-11,11.482215881347656,12.130436035399278,11.228731695384596,12.130436035399278,1324309
2000-04-12,11.71731948852539,12.035625062251757,11.551878095923268,11.629277419947952,373271
2000-04-13,11.196806907653809,11.548006322203774,11.051682198191768,11.418362111161724,400899
2000-04-14,11.196806907653809,11.196806907653809,11.196806907653809,11.196806907653809,0
2000-04-17,10.301875114440918,10.468283730125412,10.301875114440918,10.352184751330377,237759
2000-04-18,10.536975860595703,11.029430256355456,9.772655038910463,10.294134376521054,1078847
2000-04-19,9.694286346435547,10.913328075804753,9.694286346435547,10.835928777394363,882141
2000-04-20,9.55787181854248,9.674938816376029,8.919325496132982,8.997692837171416,949618
2000-04-21,9.55787181854248,9.55787181854248,9.55787181854248,9.55787181854248,0
2000-04-24,9.151522636413574,9.674937130567587,8.940608630397442,9.674937130567587,437950
2000-04-25,8.44234848022461,9.094439859403526,8.420096560930576,8.513943579892434,1140729
2000-04-26,8.329154014587402,8.947382854032917,7.767039794417812,8.804193414786072,4438550
2000-04-27,7.684802055358887,8.320444943265645,7.663516574021158,8.107596482815188,1056599
2000-04-28,7.143972873687744,7.813478472678075,7.085923796929472,7.720598679279431,1369667
2000-05-01,7.143972873687744,7.143972873687744,7.143972873687744,7.143972873687744,0
2000-05-02,6.286774158477783,7.022069541907935,6.286774158477783,6.695056564764838,1374357
2000-05-03,6.96595573425293,7.041419787502399,5.534064453912163,6.095210671884282,3652890
2000-05-04,7.801867961883545,7.801867961883545,7.236851375213171,7.353919136167938,391044
2000-05-05,8.738402366638184,8.738402366638184,8.425901897549846,8.425901897549846,329678
2000-05-08,8.92222785949707,9.649781808297737,8.417195524499006,9.43790134827799,3789263
2000-05-09,8.690998077392578,8.900944925205208,8.22273158869203,8.515882753529587,1457928
2000-05-10,8.34947395324707,8.900945594559598,8.126949876619149,8.80419603055251,1139137
2000-05-11,7.708991527557373,8.30109718980098,7.565802073098064,7.838635743876822,1016276
2000-05-12,6.908870220184326,7.873461928057377,6.78406381848629,7.720597035921348,2382372
2000-05-15,6.853724956512451,7.256201934728131,6.387392327626516,6.540256851873779,1567878
2000-05-16,7.466150760650635,7.67609678818786,6.7724570097308385,7.157519133427814,1921441
2000-05-17,7.751560211181641,8.221761863958902,7.702218606549939,8.010848620289469,2050154
2000-05-18,7.921838760375977,8.223696530923378,7.256202821402981,7.546451410728676,1370269
2000-05-19,8.787744522094727,8.872884070103071,7.352951795927972,7.352951795927972,4050820
2000-05-22,8.553613662719727,8.804194620120372,8.320447671697453,8.552646429292965,2061428
2000-05-23,8.325284957885742,8.958992757549149,7.548386913325683,8.668744922498979,2380521
2000-05-24,8.555549621582031,8.707445781895698,7.952801147855661,8.320448350412459,1464598
2000-05-25,8.449122428894043,9.191190458398324,8.32141349126726,8.688094162222523,1008057
2000-05-26,8.064059257507324,8.552643811765495,7.888943208007036,8.417194644131861,1007627
2000-05-29,8.267233848571777,8.378495052193681,7.991497731415517,7.9924657587604395,723692
2000-05-30,8.461700439453125,8.513945329758252,8.146297425211763,8.184997079250975,1088271
2000-05-31,8.583603858947754,9.456282391982038,8.513944015956913,8.784841552428738,1884733
2000-06-01,8.439446449279785,8.688092860321019,8.126945976051612,8.223695493623293,622262
2000-06-02,8.722926139831543,8.78484496550331,8.513947323782748,8.52362204102944,1935943
2000-06-05,9.049935340881348,9.421452900926564,8.765491787097696,9.287938207014564,2666220
2000-06-06,9.340188026428223,9.384692683228133,8.997695218728428,9.094444783382416,1746209
2000-06-07,9.857791900634766,10.021298763522342,9.384687860539046,9.384687860539046,2586823
2000-06-08,11.014915466308594,11.041037908474431,9.950672322505207,10.236083131792258,3897836
2000-06-09,10.20609188079834,11.222928858949887,9.75233795633744,11.222928858949887,1670341
2000-06-12,9.462089538574219,10.158685745129777,9.389527979679459,10.061936205820723,1492742
2000-06-13,9.514335632324219,9.965187922938053,8.944481861884821,9.163135387704155,1755031
2000-06-14,9.7349214553833,10.158683933148755,9.674937117004333,9.849085144935792,1037234
2000-06-15,9.711702346801758,10.129660701814748,9.462089443192875,9.655588519860439,681261
2000-06-16,9.798778533935547,9.9535771815312,9.694289526220095,9.752339416126535,906627
2000-06-19,10.520527839660645,10.583415476647536,9.674938792268128,9.674938792268128,2036770
2000-06-20,11.725059509277344,11.78310860410257,10.450870005827555,10.671457995572439,2834050
2000-06-21,11.109728813171387,12.558066634530999,10.893977867406099,12.558066634530999,6730423
2000-06-22,10.898818969726562,11.609927724818945,10.642433813927044,11.221962291728481,1666210
2000-06-23,10.805938720703125,11.123276223851674,10.642432611297286,10.644367872076327,1048680
2000-06-26,10.644367218017578,10.777880350666546,9.984536244485348,10.661781387494758,1765531
2000-06-27,10.230278015136719,10.79722994381608,10.158684492520582,10.661780764308075,2354357
2000-06-28,10.406360626220703,10.565029733246243,10.061933533062609,10.294131412786212,1267548
2000-06-29,10.409265518188477,10.93267925249811,10.274783570307047,10.642431461046387,2200469
2000-06-30,10.449898719787598,10.545681006674062,10.255433240704415,10.506980563369956,861313
2000-07-03,10.97041130065918,11.087477487682557,10.492468661811861,10.777879483355585,1881248
2000-07-04,12.109150886535645,12.500017906993818,11.029428032121544,11.1261775540748,4828691
2000-07-05,11.540265083312988,12.09367097809521,11.33902578200352,12.09367097809521,1627049
2000-07-06,11.623472213745117,12.088836970892302,11.126180811768531,11.416428668495621,2016416
2000-07-07,11.77536678314209,11.958223102463029,11.702804436540141,11.702804436540141,1452678
2000-07-10,11.761823654174805,11.985314927630784,11.62927694004712,11.900174562954486,1157082
2000-07-11,11.48608684539795,11.838255085662379,11.416427778156374,11.838255085662379,1277102
2000-07-12,10.772077560424805,11.56155283637939,10.279623143409326,11.513177666501296,3848089
2000-07-13,10.864956855773926,11.222930104177024,10.835931911944906,11.126180556118994,1974243
2000-07-14,11.086511611938477,11.163911718084155,10.855280115046147,10.95202965214123,1697022
2000-07-17,11.386431694030762,11.648622523374875,11.053613794203509,11.126176124876528,3906442
2000-07-18,11.391273498535156,11.900174880393804,11.223897641450163,11.416428715240006,2887541
2000-07-19,11.231636047363281,11.59057568585855,11.145528461104641,11.455126495971882,1141073
2000-07-20,11.23647403717041,11.778270846344794,10.932680962446101,11.222929593410695,2965259
2000-07-21,11.469637870788574,11.674746896730294,11.358375876694266,11.396108294895875,2036297
2000-07-24,11.045877456665039,11.60992698710867,10.644368398567384,11.377728240896317,2834007
2000-07-25,11.739569664001465,11.930166245215228,10.317353922422372,10.85624820385485,2804185
2000-07-26,11.614765167236328,12.558071928252033,11.551878314540666,12.093674387082997,1820786
2000-07-27,11.788911819458008,11.877921106366662,11.416426941059056,11.535429195485978,919881
2000-07-28,11.685391426086426,11.803426460988934,11.571226913060134,11.5905771400929,672439
2000-07-31,11.747308731079102,11.900172079882816,11.513175556479537,11.792781398313046,847585
2000-08-01,11.436742782592773,11.842122271105586,11.222927077574399,11.803423415258026,1819581
2000-08-02,11.518013954162598,11.890498823595118,11.186163205781705,11.890498823595118,1763766
2000-08-03,11.411587715148926,11.99305208733493,11.339025374243379,11.424164922867252,3064279
2000-08-04,11.595413208007812,11.705707183107839,11.319677873199755,11.329351794134231,1986120
2000-08-07,11.458029747009277,11.68538992215702,11.341929987987111,11.46189868015535,640595
2000-08-08,11.438678741455078,11.590574856983228,11.28097684425623,11.437710714118657,1138405
2000-08-09,11.520916938781738,11.571226574656292,11.37772828056804,11.45512759820334,497164
2000-08-10,11.602187156677246,11.726026386580156,11.435777744804904,11.5131778590813,1310367
2000-08-11,11.525754928588867,11.68732658317627,11.458997559152513,11.667976356315442,659529
2000-08-14,11.482215881347656,11.590574587697631,11.222927502080637,11.417392992414975,2175682
2000-08-15,11.482215881347656,11.482215881347656,11.482215881347656,11.482215881347656,0
2000-08-16,12.122697830200195,12.229121286999664,11.51511093727553,11.571225556742164,2914996
2000-08-17,11.346766471862793,12.287170509856358,11.281944373837232,12.209771203170426,2789166
2000-08-18,11.455126762390137,11.629275611420985,11.227765787103085,11.421264861188925,3566048
2000-08-21,11.464801788330078,11.60992569071436,11.327417340348486,11.513176157752843,1267290
2000-08-22,11.376762390136719,11.493828613791278,11.263565100469725,11.437713982764313,1377327
2000-08-23,11.391273498535156,11.528657971673056,11.378696287240796,11.528657971673056,1014813
2000-08-24,11.31580638885498,11.416425640341341,11.126177860601137,11.339025544176826,711169
2000-08-25,11.36998462677002,11.56735338352536,11.300325579401914,11.406749013698208,2825831
2000-08-28,11.250983238220215,11.474475246346769,11.233568276548016,11.340960540193244,1473291
2000-08-29,10.898818969726562,11.300329641568892,10.835932119635748,11.280979413939958,1821431
2000-08-30,10.852377891540527,11.029429226177525,10.75853005891108,11.029429226177525,1728823
2000-08-31,10.873663902282715,10.990730906320147,10.835931476820162,10.913330794512115,1356757
2000-09-01,10.873663902282715,10.873663902282715,10.873663902282715,10.873663902282715,0
2000-09-04,10.816579818725586,11.058453232329661,10.798197623526567,10.971378422256555,1294100
2000-09-05,10.30671215057373,10.928810743297722,10.105473617056528,10.75853082353665,2760807
2000-09-06,10.256402969360352,10.565033822830001,10.139336751105906,10.545684389087706,4436571
2000-09-07,10.328962326049805,10.545681320900446,10.237050557224613,10.429581575760494,3807595
2000-09-08,10.548584938049316,10.749822664788441,10.352183377679612,10.429582686606043,2682400
2000-09-11,11.074901580810547,11.393207103629004,10.739181887870377,10.739181887870377,5673050
2000-09-12,10.554388999938965,11.010078125820883,10.451834487845236,10.932678823685054,2835599
2000-09-13,10.37830638885498,10.826256124711968,10.332834510763862,10.6230823321178,3368310
2000-09-14,10.352184295654297,10.52633315323932,10.255435547975107,10.2960696725893,1968907
2000-09-15,10.091925621032715,10.389914429958703,9.984534947721105,10.294132142636231,2239242
2000-09-18,9.482406616210938,9.86843673047735,9.287940312075857,9.791037419788086,1874018
2000-09-19,9.089605331420898,9.57819002559593,8.939644447418122,9.481440478991873,3070433
2000-09-20,9.51046371459961,9.655587611387885,9.2298898415954,9.655587611387885,1944205
2000-09-21,9.32180118560791,9.597538085582498,9.229889415026992,9.52013719518946,5093906
2000-09-22,8.63681697845459,9.093473355212097,8.262396867079008,8.823543020471162,2610879
2000-09-25,9.277299880981445,9.44274047802453,8.660038172860272,8.881594192565407,4582411
2000-09-26,9.018977165222168,9.384689820406726,8.76065599375028,9.384689820406726,2507900
2000-09-27,8.834187507629395,9.094443179171407,8.631012901813559,8.805161769825311,2539960
2000-09-28,8.74517822265625,8.899009644282632,8.573931833209953,8.88159467646272,1086636
2000-09-29,8.418164253234863,8.804194410533642,8.34076493391758,8.804194410533642,2359951
2000-10-02,8.418164253234863,8.418164253234863,8.418164253234863,8.418164253234863,0
2000-10-03,8.017621040344238,8.415261145990502,7.967311407040646,8.14629801477714,1794621
2000-10-04,8.439446449279785,8.552643694543837,8.03019725259579,8.552643694543837,2703056
2000-10-05,8.725826263427734,9.065417274461003,8.49653082083248,8.591345097417896,5168268
2000-10-06,9.153458595275879,9.245369576310638,8.555547249003553,8.804192896763997,5518388
2000-10-09,8.942546844482422,9.229892218230384,8.809032888587542,9.133142664087192,3333797
2000-10-10,8.683259010314941,9.006402369577415,8.610697435100898,8.90094532418951,2090777
2000-10-11,8.396878242492676,8.610694761656038,8.359146616272056,8.460733107677674,1351851
2000-10-12,8.413326263427734,8.50040109081918,8.127915388021652,8.330121957775514,1533538
2000-10-13,8.213054656982422,8.426871195975181,8.088248203025861,8.321414173549414,2129852
2000-10-16,8.789679527282715,9.094440553916236,8.397844488836672,8.494594008496268,3221437
2000-10-17,9.093473434448242,9.384689255636975,8.61069460932537,8.61069460932537,3600217
2000-10-18,8.565220832824707,9.286004057953159,8.417194461244268,8.99962602823708,2891500
2000-10-19,8.771300315856934,8.804194989022353,8.503304380848697,8.688096002418023,1471354
2000-10-20,9.27536392211914,9.45048081110914,8.920293977232364,9.093474811227498,5194604
2000-10-23,9.0441312789917,9.481439036030467,8.998659404007276,9.38468950415053,1223095
2000-10-24,9.042198181152344,9.09444307921649,8.920294213118767,9.036392398362452,1154543
2000-10-25,9.440803527832031,9.674937491435504,9.021878787896876,9.48143843984274,2782324
2000-10-26,9.822962760925293,9.887785647848805,9.38662386710781,9.404038828827696,1947261
2000-10-27,10.530203819274902,10.609538396987688,9.43306576321312,9.86843751608642,5428362
2000-10-30,10.275753021240234,10.758531946587189,10.198353699364299,10.66565291915929,2298586
2000-10-31,10.52633285522461,10.622114366832442,10.061936179517598,10.21673480671459,1789113
2000-11-01,10.30671215057373,11.356442229963756,10.24189004659309,10.739182186261594,1460596
2000-11-02,10.417973518371582,10.497308088063813,10.13933489411565,10.182872303236264,1185139
2000-11-03,10.48472785949707,10.816578537536714,10.418938540200532,10.418938540200532,2642121
2000-11-06,10.369596481323242,10.642430068407656,10.298002173113879,10.642430068407656,942775
2000-11-07,10.458605766296387,10.506980127244772,10.294131668486523,10.294131668486523,2303190
2000-11-08,10.788521766662598,11.22292698157711,10.545681127719838,10.545681127719838,6846011
2000-11-09,10.716928482055664,11.068128650110795,10.649203890176704,10.73918119963868,2481477
2000-11-10,10.477959632873535,10.734344788046304,10.355087633314685,10.734344788046304,1776633
2000-11-13,9.945837020874023,10.42958395150707,9.887787929196994,10.42958395150707,1689706
2000-11-14,10.224472999572754,10.429581218772976,9.893589531365397,9.984534858022718,2715837
2000-11-15,10.368630409240723,10.932679883370602,10.31348381803454,10.932679883370602,2494904
2000-11-16,10.224472999572754,10.4682808677897,10.158683675655912,10.352181920739529,1160008
2000-11-17,10.151910781860352,10.196415418463705,9.694286414307257,10.119983352660668,4014284
2000-11-20,10.122885704040527,10.236082951431278,10.061934134176767,10.216732729907054,1068261
2000-11-21,10.159649848937988,10.352180840798995,9.889718773002041,10.003883241867047,2480273
2000-11-22,10.208023071289062,10.603727750869083,10.17996537518289,10.448929188167611,1324826
2000-11-23,10.237052917480469,10.272850082446716,10.110311195891708,10.119985912178674,1028369
2000-11-24,10.237052917480469,10.34928216758074,10.187710514419601,10.255435910776615,823185
2000-11-27,10.621146202087402,10.777880076320319,10.216733910766427,10.35024862824881,3422403
2000-11-28,10.415067672729492,10.700478448056165,10.294130984280812,10.506979428891961,1295305
2000-11-29,10.156749725341797,10.34637826821791,9.674938119703437,9.674938119703437,2790328
2000-11-30,9.785232543945312,10.268979432472245,9.69428799549076,10.1973843148538,4651308
2000-12-01,9.932293891906738,9.982603534882758,9.539490671523426,9.696224589799339,3475549
2000-12-04,9.924552917480469,10.023236935079547,9.868438289249747,9.918747928556046,1191379
2000-12-05,10.07064151763916,10.147072787515786,9.810385130344631,9.98453474003578,2676978
2000-12-06,10.127723693847656,10.448931660997113,10.100633224259571,10.448931660997113,2054543
2000-12-07,10.190608978271484,10.220601936896031,10.064835333936896,10.157714320612964,1189529
2000-12-08,10.304776191711426,10.34928083383531,10.146107053296193,10.214798880078451,2231583
2000-12-11,10.394753456115723,10.448933611288716,10.276719224150474,10.352184071587553,1339027
2000-12-12,10.63759708404541,10.700484739009932,10.383147145717334,10.44893650150063,3736934
2000-12-13,10.944291114807129,10.998471273062327,10.642433296118785,10.833997125625334,3271097
2000-12-14,11.303227424621582,11.667972775796878,10.99072774934965,11.008142709945487,7707970
